Setting,Lecture,marker_window_pm_sec,semantic_confirm_threshold,min_distance_sec,Precision,Recall,F1,Predicted Boundaries,GT Boundaries,marker_count_deduped,semantic_raw_before_gate
F1_pm10_c055_md30,lecture1,10,0.55,30.0,0.1,0.2222,0.1379,20,9,41,129
F1_pm10_c055_md30,lecture2,10,0.55,30.0,0.1034,0.2727,0.15,29,11,40,211
F1_pm10_c055_md30,lecture3,10,0.55,30.0,0.1176,0.2,0.1481,17,10,36,122
F1_pm10_c055_md30,lecture4,10,0.55,30.0,0.0625,0.1111,0.08,16,9,46,119
