Setting,Lecture,marker_window_pm_sec,semantic_confirm_threshold,min_distance_sec,Precision,Recall,F1,Predicted Boundaries,GT Boundaries,marker_count_deduped,semantic_raw_before_gate
F1_pm20_c055_md20,lecture1,20,0.55,20.0,0.3243,0.3636,0.3429,37,33,41,129
F1_pm20_c055_md20,lecture2,20,0.55,20.0,0.3256,0.2857,0.3043,43,49,40,211
F1_pm20_c055_md20,lecture3,20,0.55,20.0,0.3077,0.3333,0.32,26,24,36,122
F1_pm20_c055_md20,lecture4,20,0.55,20.0,0.2917,0.2059,0.2414,24,34,46,119
