Setting,Lecture,marker_window_pm_sec,semantic_confirm_threshold,min_distance_sec,Precision,Recall,F1,Predicted Boundaries,GT Boundaries,marker_count_deduped,semantic_raw_before_gate
F1_pm10_c065_md20,lecture1,10,0.65,20.0,0.2727,0.2727,0.2727,33,33,41,279
F1_pm10_c065_md20,lecture2,10,0.65,20.0,0.3243,0.2449,0.2791,37,49,40,358
F1_pm10_c065_md20,lecture3,10,0.65,20.0,0.2258,0.2917,0.2545,31,24,36,257
F1_pm10_c065_md20,lecture4,10,0.65,20.0,0.3,0.2647,0.2812,30,34,46,266
