Setting,Lecture,marker_window_pm_sec,semantic_confirm_threshold,min_distance_sec,Precision,Recall,F1,Predicted Boundaries,GT Boundaries,marker_count_deduped,semantic_raw_before_gate
F1_pm15_c065_md20,lecture1,15,0.65,20.0,0.2683,0.3333,0.2973,41,33,41,279
F1_pm15_c065_md20,lecture2,15,0.65,20.0,0.3256,0.2857,0.3043,43,49,40,358
F1_pm15_c065_md20,lecture3,15,0.65,20.0,0.1944,0.2917,0.2333,36,24,36,257
F1_pm15_c065_md20,lecture4,15,0.65,20.0,0.3056,0.3235,0.3143,36,34,46,266
