Setting,Lecture,marker_window_pm_sec,semantic_confirm_threshold,min_distance_sec,Precision,Recall,F1,Predicted Boundaries,GT Boundaries,marker_count_deduped,semantic_raw_before_gate
F1_pm25_c065_md20,lecture1,25,0.65,20.0,0.2456,0.4242,0.3111,57,33,41,279
F1_pm25_c065_md20,lecture2,25,0.65,20.0,0.2881,0.3469,0.3148,59,49,40,358
F1_pm25_c065_md20,lecture3,25,0.65,20.0,0.1875,0.375,0.25,48,24,36,257
F1_pm25_c065_md20,lecture4,25,0.65,20.0,0.2632,0.4412,0.3297,57,34,46,266
