Setting,Lecture,marker_window_pm_sec,semantic_confirm_threshold,min_distance_sec,Precision,Recall,F1,Predicted Boundaries,GT Boundaries,marker_count_deduped,semantic_raw_before_gate
F1_pm5_c06_md30,lecture1,5,0.6,30.0,0.375,0.1818,0.2449,16,33,41,204
F1_pm5_c06_md30,lecture2,5,0.6,30.0,0.2174,0.102,0.1389,23,49,40,285
F1_pm5_c06_md30,lecture3,5,0.6,30.0,0.25,0.2083,0.2273,20,24,36,187
F1_pm5_c06_md30,lecture4,5,0.6,30.0,0.4667,0.2059,0.2857,15,34,46,176
