Setting,Lecture,marker_window_pm_sec,semantic_confirm_threshold,min_distance_sec,Precision,Recall,F1,Predicted Boundaries,GT Boundaries,marker_count_deduped,semantic_raw_before_gate
F1_pm15_c055_md20,lecture1,15,0.55,20.0,0.3226,0.303,0.3125,31,33,41,129
F1_pm15_c055_md20,lecture2,15,0.55,20.0,0.3514,0.2653,0.3023,37,49,40,211
F1_pm15_c055_md20,lecture3,15,0.55,20.0,0.2857,0.25,0.2667,21,24,36,122
F1_pm15_c055_md20,lecture4,15,0.55,20.0,0.3333,0.1765,0.2308,18,34,46,119
